id_checkin,id_usuario,id_estabelecimento,data_hora_checkin,id_categoria,faixa_gasto,usou_voucher
43,1818.0,286.0,2025-01-23 13:05:10,20.0,baixo,True
44,4193.0,10.0,2025-09-24 11:24:29,6.0,baixo,False
45,4111.0,1.0,2025-06-17 07:06:22,8.0,baixo,False
46,3381.0,48.0,2025-02-25 20:35:04,3.0,baixo,False
47,229.0,156.0,2025-07-18 13:11:47,21.0,baixo,False
48,2580.0,172.0,2025-09-23 17:27:42,13.0,alto,False
49,1669.0,237.0,2025-08-02 09:24:03,19.0,medio,False
50,2880.0,117.0,2025-04-13 16:06:13,4.0,baixo,False
51,432.0,,2026-02-13 03:18:51,23.0,baixo,
52,936.0,105.0,2025-03-20 14:59:11,,baixo,False
53,2046.0,58.0,2025-07-30 05:33:54,9.0,medio,False
54,1816.0,262.0,2025-04-24 18:59:14,3.0,baixo,False
55,838.0,170.0,2025-04-08 01:59:39,14.0,alto,False
56,908.0,273.0,2025-05-12 01:40:51,5.0,baixo,False
57,4736.0,23.0,2026-01-26 08:00:07,,medio,False
58,5892.0,296.0,2025-01-21 21:22:42,4.0,baixo,False
59,624.0,213.0,,12.0,alto,False
60,4045.0,172.0,2025-01-24 11:02:47,30.0,alto,False
61,5103.0,159.0,2025-01-13 09:21:38,20.0,baixo,False
62,5525.0,76.0,2025-07-26 13:54:18,9.0,baixo,False
63,1733.0,221.0,2025-07-14 03:44:05,26.0,medio,True
64,1421.0,234.0,2025-12-12 13:22:32,4.0,medio,False
65,258.0,98.0,2025-03-19 03:09:52,10.0,baixo,False
66,364.0,276.0,2025-05-17 10:50:36,11.0,alto,False
67,4426.0,175.0,2025-05-31 23:25:43,26.0,baixo,True
68,,266.0,2026-02-04 04:14:20,7.0,medio,True
69,,193.0,2026-03-02 00:32:31,23.0,baixo,
70,676.0,157.0,2025-05-26 10:44:46,11.0,baixo,True
71,3463.0,126.0,2025-01-30 23:42:17,13.0,baixo,False
72,2837.0,86.0,2026-03-31 22:04:23,13.0,medio,False
73,4182.0,50.0,2025-10-28 15:20:55,16.0,medio,False
74,3026.0,65.0,2025-11-19 03:52:09,21.0,alto,False
75,5633.0,44.0,2026-01-05 18:35:30,15.0,baixo,False
76,2393.0,264.0,2025-08-17 14:17:41,15.0,baixo,False
77,4344.0,249.0,2025-06-20 20:54:22,27.0,baixo,True
78,5233.0,265.0,2025-06-27 17:59:19,17.0,baixo,False
79,990.0,23.0,2025-09-01 13:28:12,5.0,medio,True
80,1440.0,252.0,2025-03-07 02:41:43,25.0,medio,False
81,3043.0,212.0,2025-01-17 16:08:30,16.0,baixo,False
82,4335.0,16.0,2025-06-09 22:31:56,8.0,medio,True
83,14.0,247.0,2026-01-07 01:42:23,27.0,baixo,False
84,6484.0,238.0,2025-09-09 08:57:43,30.0,baixo,False
85,3710.0,190.0,2025-09-10 10:45:59,28.0,medio,False
86,1322.0,215.0,2025-10-23 17:07:12,29.0,baixo,False
87,2841.0,65.0,2025-01-11 10:16:10,27.0,alto,True
88,4861.0,180.0,,26.0,baixo,False
89,2024.0,113.0,2025-12-23 03:31:35,,alto,False
90,5408.0,151.0,2025-02-24 02:02:48,12.0,medio,True
91,,38.0,2026-03-19 02:06:02,28.0,medio,False
92,6279.0,264.0,2025-09-20 19:26:35,2.0,baixo,False
93,4549.0,288.0,2025-04-19 11:15:57,1.0,baixo,False
94,1792.0,40.0,2025-02-04 18:21:25,28.0,baixo,True
95,739.0,194.0,2025-10-27 00:51:59,22.0,baixo,False
96,5401.0,269.0,2025-02-06 04:14:17,2.0,alto,False
97,4148.0,123.0,2025-12-30 21:54:07,9.0,baixo,False
98,5299.0,27.0,2025-10-14 12:32:44,8.0,medio,True
99,1671.0,174.0,2026-03-22 13:40:52,7.0,medio,False
100,5674.0,71.0,2025-07-18 20:07:51,21.0,,True
101,987.0,3.0,2025-10-22 13:04:21,16.0,baixo,
102,2924.0,72.0,2025-02-26 14:02:07,22.0,baixo,False
103,3033.0,145.0,2025-11-20 17:55:23,8.0,medio,False
104,11.0,285.0,2026-03-19 18:35:20,13.0,medio,False
105,5443.0,72.0,2026-03-08 08:15:12,7.0,baixo,False
106,2078.0,435.0,2025-07-11 03:43:20,30.0,alto,True
107,1500.0,43.0,2025-12-18 22:41:56,,baixo,True
108,5481.0,,2026-03-23 16:50:34,6.0,alto,False
109,4817.0,264.0,2025-12-04 03:14:44,7.0,baixo,
110,2867.0,234.0,2025-12-16 16:36:25,19.0,medio,False
111,4834.0,124.0,2025-07-22 13:34:04,2.0,baixo,False
112,2389.0,173.0,2025-01-07 04:43:50,5.0,baixo,False
113,4914.0,214.0,2025-01-26 07:15:25,10.0,medio,False
114,256.0,49.0,2026-03-14 04:54:19,3.0,baixo,False
115,3244.0,245.0,2026-01-05 07:57:41,18.0,medio,False
116,527.0,54.0,2025-11-18 06:59:51,19.0,baixo,True
117,3766.0,192.0,2025-01-18 19:14:20,11.0,medio,False
118,5898.0,102.0,2025-11-06 07:43:15,20.0,alto,
119,2260.0,24.0,2025-08-24 07:49:06,25.0,,False
120,5923.0,62.0,2025-12-13 11:17:07,27.0,medio,True
121,4478.0,289.0,2026-02-25 16:24:46,4.0,baixo,True
122,,99.0,2025-09-25 04:55:02,30.0,medio,False
123,,296.0,2025-07-01 21:45:30,1.0,baixo,False
124,341.0,,2025-12-29 22:11:32,11.0,baixo,
125,1789.0,8.0,2025-01-17 13:13:52,9.0,baixo,True
126,2525.0,272.0,2025-01-07 21:27:33,21.0,medio,False
127,1011.0,255.0,2025-06-16 21:07:36,14.0,medio,True
128,2982.0,139.0,2025-05-12 15:03:37,29.0,medio,False
129,1562.0,157.0,2025-12-10 21:51:09,11.0,,False
130,3604.0,,2026-02-22 13:33:06,20.0,alto,False
131,292.0,88.0,2025-06-04 14:47:38,26.0,baixo,False
132,2880.0,194.0,2025-10-26 01:16:57,28.0,baixo,False
133,555.0,5.0,2025-11-10 05:13:05,17.0,medio,False
134,2728.0,216.0,2025-06-05 05:49:38,6.0,baixo,False
135,918.0,44.0,2025-11-07 16:27:08,15.0,baixo,True
136,205.0,239.0,2025-11-15 18:35:08,9.0,baixo,False
137,79.0,135.0,2025-05-28 21:15:29,,,False
138,528.0,70.0,2026-03-20 14:44:10,26.0,baixo,False
139,3843.0,79.0,2025-08-23 05:49:53,29.0,medio,False
140,2885.0,99.0,2025-01-17 12:35:23,15.0,medio,False
141,923.0,54.0,2025-11-09 22:20:48,19.0,baixo,False
142,1960.0,201.0,2025-09-07 16:36:01,20.0,medio,True
143,614.0,,2025-07-30 08:28:59,26.0,baixo,False
144,2868.0,186.0,,4.0,alto,
145,248.0,145.0,2025-08-29 17:13:39,,medio,True
146,1844.0,117.0,2025-08-25 08:36:32,4.0,baixo,True
147,3394.0,87.0,2026-02-19 01:44:32,23.0,baixo,True
148,3667.0,103.0,2025-06-03 00:54:11,3.0,baixo,True
149,4275.0,103.0,2025-10-24 10:57:20,5.0,baixo,True
150,1216.0,62.0,2025-01-10 07:38:18,27.0,medio,False
151,5756.0,125.0,2025-02-27 15:48:09,30.0,baixo,False
152,3000.0,141.0,2025-04-25 20:55:25,22.0,baixo,False
153,5131.0,268.0,2025-02-17 23:39:49,8.0,baixo,False
154,1187.0,2.0,,29.0,,False
155,3979.0,42.0,2025-04-17 04:24:37,2.0,baixo,False
156,4513.0,182.0,2025-04-22 07:40:15,15.0,baixo,False
157,3650.0,11.0,2025-06-19 16:52:43,,baixo,True
158,1016.0,240.0,2025-02-17 06:02:04,15.0,baixo,False
159,5505.0,78.0,2025-05-20 04:23:22,1.0,baixo,False
160,33.0,213.0,2025-03-30 07:25:30,9.0,alto,True
161,4173.0,109.0,2026-02-21 03:15:41,20.0,alto,False
162,3739.0,177.0,2025-04-20 03:06:44,15.0,baixo,False
163,5569.0,37.0,2025-04-14 16:19:02,4.0,medio,True
164,874.0,292.0,2025-09-27 22:08:52,16.0,medio,True
165,2269.0,177.0,2025-03-11 11:15:29,,,True
166,5293.0,58.0,2025-06-26 14:41:48,9.0,medio,False
167,1896.0,259.0,2025-01-13 02:39:56,23.0,medio,False
168,300.0,161.0,2025-04-26 20:12:36,9.0,baixo,False
169,5928.0,75.0,2026-01-20 09:30:26,7.0,baixo,False
170,6351.0,199.0,2025-09-08 14:09:21,4.0,,False
171,5762.0,37.0,2025-10-02 13:00:59,4.0,medio,
172,4777.0,178.0,2025-04-16 14:17:21,8.0,medio,True
173,436.0,36.0,2025-01-02 01:09:01,8.0,medio,False
174,2098.0,283.0,2025-07-28 16:12:19,26.0,baixo,False
175,2552.0,287.0,2026-03-20 14:27:53,2.0,baixo,False
176,880.0,198.0,2025-11-30 19:03:20,2.0,baixo,False
177,,246.0,2025-11-06 21:30:30,8.0,baixo,True
178,948.0,225.0,2025-12-09 05:56:11,12.0,medio,True
179,3930.0,182.0,2025-09-12 14:36:31,13.0,medio,False
180,781.0,65.0,2025-04-15 16:24:42,27.0,alto,True
181,4023.0,103.0,2025-11-26 02:12:09,5.0,baixo,False
182,1186.0,170.0,2025-05-15 10:03:53,25.0,alto,
183,4919.0,112.0,2025-06-16 13:46:49,15.0,alto,True
184,2398.0,236.0,,,alto,False
185,4009.0,93.0,2025-01-24 15:24:24,24.0,baixo,False
186,4098.0,75.0,2025-11-30 12:22:57,11.0,baixo,False
187,2764.0,15.0,2025-05-06 06:00:07,1.0,medio,False
188,,286.0,2025-06-11 00:41:59,23.0,baixo,False
189,870.0,23.0,2025-11-23 18:39:10,6.0,medio,True
190,4877.0,268.0,,1.0,baixo,True
191,2480.0,92.0,2025-05-31 02:06:01,10.0,baixo,False
192,857.0,158.0,2025-07-25 15:35:00,14.0,baixo,False
193,,123.0,,9.0,baixo,False
194,1639.0,103.0,2025-08-05 03:16:26,3.0,baixo,False
195,5564.0,272.0,2025-12-30 09:56:25,22.0,medio,True
196,2543.0,158.0,2025-09-28 03:35:17,14.0,baixo,True
197,2581.0,68.0,2026-02-06 20:04:50,20.0,medio,False
198,4370.0,289.0,2025-02-25 06:25:44,30.0,baixo,False
199,,252.0,2025-06-04 17:40:15,9.0,medio,False
200,5303.0,156.0,2025-04-13 13:39:48,21.0,baixo,False
201,601.0,207.0,2026-03-05 20:37:20,3.0,alto,False
202,1232.0,26.0,2025-07-01 17:23:22,14.0,medio,False
203,1133.0,125.0,2025-03-29 21:04:32,7.0,baixo,False
204,2810.0,14.0,2026-02-11 15:24:23,25.0,alto,True
205,575.0,185.0,2025-02-27 05:43:55,26.0,medio,False
206,3772.0,143.0,2025-11-14 23:43:24,14.0,baixo,True
207,686.0,,2025-02-22 04:05:20,19.0,baixo,True
208,5136.0,16.0,2025-05-29 20:59:42,21.0,medio,False
209,2262.0,293.0,2026-01-28 21:44:39,24.0,baixo,False
210,684.0,251.0,2026-02-12 22:17:39,7.0,baixo,True
211,4748.0,267.0,2025-09-25 22:52:34,3.0,baixo,False
212,2795.0,267.0,,11.0,baixo,False
213,5440.0,161.0,2025-04-04 16:44:02,22.0,baixo,True
214,2522.0,258.0,2025-04-09 10:32:40,21.0,baixo,True
215,2844.0,33.0,2025-05-11 02:42:33,29.0,baixo,False
216,4964.0,63.0,2025-10-31 17:21:05,3.0,baixo,True
217,,289.0,2026-01-17 09:11:55,2.0,baixo,False
218,2999.0,282.0,2025-01-23 12:27:24,9.0,alto,
219,4494.0,290.0,2025-06-07 06:32:51,3.0,baixo,False
220,1786.0,78.0,2025-10-04 22:11:30,20.0,baixo,False
221,2111.0,242.0,2025-11-30 14:10:26,4.0,medio,True
222,6437.0,203.0,2025-06-20 20:26:54,8.0,baixo,True
223,4172.0,231.0,,27.0,medio,False
224,,94.0,2026-01-20 20:15:01,14.0,medio,True
225,4484.0,177.0,2025-05-30 15:04:09,17.0,baixo,True
226,345.0,149.0,2025-12-22 02:01:27,27.0,baixo,False
227,5484.0,199.0,2025-04-02 06:00:44,22.0,alto,True
228,5396.0,212.0,2025-09-11 07:40:32,6.0,baixo,False
229,5576.0,243.0,2025-12-17 00:29:54,24.0,baixo,False
230,2898.0,5.0,2025-10-21 01:06:52,2.0,medio,False
231,,159.0,2026-01-18 22:53:44,1.0,baixo,False
232,4421.0,190.0,2025-04-07 03:11:18,14.0,medio,True
233,3117.0,56.0,2026-04-05 09:32:11,24.0,medio,False
234,3405.0,194.0,2025-10-26 03:26:25,25.0,baixo,False
235,1730.0,26.0,2026-03-14 23:09:12,14.0,medio,False
236,3509.0,68.0,2025-12-30 05:35:57,8.0,alto,False
237,1904.0,30.0,2025-03-15 02:24:40,21.0,baixo,False
238,3521.0,276.0,2025-04-04 03:07:39,23.0,alto,True
239,5384.0,194.0,2025-01-16 00:20:16,29.0,baixo,True
240,1496.0,109.0,2025-06-15 09:54:50,12.0,alto,False
241,3106.0,240.0,2025-02-10 15:57:40,26.0,baixo,False
242,5258.0,270.0,2025-01-11 18:19:07,4.0,baixo,False
243,877.0,182.0,2026-01-26 07:25:04,27.0,medio,False
244,385.0,222.0,2026-03-07 21:47:38,23.0,baixo,False
245,5687.0,155.0,2025-12-05 13:26:53,28.0,baixo,False
246,5700.0,2.0,,23.0,baixo,False
247,3423.0,78.0,2025-03-11 00:03:47,20.0,baixo,False
248,5765.0,91.0,2025-10-26 00:45:05,7.0,alto,True
249,2647.0,373.0,2025-02-20 15:01:52,17.0,baixo,
250,3554.0,163.0,2026-01-11 21:31:50,14.0,medio,
251,79.0,112.0,2026-02-07 17:26:18,19.0,alto,False
252,4547.0,59.0,2026-03-31 09:05:00,28.0,alto,True
253,787.0,192.0,2025-12-19 22:05:55,27.0,alto,True
254,3371.0,225.0,2025-07-30 21:52:16,13.0,medio,True
255,3623.0,137.0,2026-03-05 09:54:46,11.0,baixo,False
256,231.0,258.0,2026-01-04 23:39:34,28.0,,False
257,4507.0,131.0,2026-01-24 00:08:44,16.0,baixo,False
258,,151.0,2025-07-01 09:07:23,20.0,medio,False
259,4913.0,202.0,2025-02-15 08:07:31,12.0,baixo,False
260,5434.0,,2025-10-02 17:37:28,,medio,True
261,3899.0,233.0,,29.0,alto,True
262,,274.0,2025-03-24 22:00:46,8.0,medio,True
263,3624.0,163.0,2025-12-27 17:21:31,11.0,medio,False
264,5903.0,233.0,2025-08-21 15:46:00,28.0,alto,False
265,3423.0,137.0,2025-09-29 19:22:30,3.0,baixo,True
266,5620.0,223.0,2025-04-28 14:01:46,,baixo,False
267,56.0,229.0,2026-03-28 14:31:56,26.0,,False
268,3175.0,12.0,2025-10-16 07:08:52,7.0,baixo,True
269,5172.0,17.0,2026-02-04 09:15:21,10.0,,True
270,5109.0,219.0,2025-12-17 09:49:53,22.0,alto,False
271,3021.0,176.0,2025-02-13 06:11:51,2.0,alto,False
272,998.0,246.0,,23.0,baixo,True
273,3301.0,,2025-12-14 13:18:12,12.0,medio,False
274,2768.0,246.0,2025-10-31 12:24:51,19.0,baixo,False
275,284.0,183.0,2026-01-19 19:57:19,24.0,baixo,True
276,5090.0,118.0,2026-04-02 01:08:51,18.0,baixo,False
277,5216.0,3.0,2025-12-17 22:22:49,16.0,baixo,True
278,6101.0,216.0,2025-02-03 10:22:37,12.0,baixo,False
279,1432.0,224.0,2026-03-08 04:32:02,1.0,medio,False
280,382.0,101.0,2026-03-15 07:02:18,13.0,baixo,False
281,5797.0,72.0,2025-01-08 01:52:07,16.0,,False
282,2750.0,151.0,2026-03-04 17:38:01,20.0,medio,False
283,3077.0,208.0,2025-06-24 01:15:03,5.0,medio,
284,3756.0,201.0,2025-04-05 00:00:08,25.0,medio,
285,306.0,295.0,2025-11-27 02:25:37,22.0,medio,False
286,641.0,18.0,2025-05-12 05:21:38,25.0,baixo,False
287,3520.0,113.0,2026-02-23 11:55:52,6.0,alto,False
288,3533.0,182.0,2026-01-06 16:31:34,9.0,medio,True
289,5868.0,287.0,2025-11-25 02:05:36,12.0,baixo,False
290,,298.0,2025-05-26 06:51:35,7.0,,False
291,143.0,37.0,2025-06-15 02:19:37,17.0,medio,False
292,4298.0,111.0,2025-05-11 00:46:48,29.0,baixo,True
293,3022.0,239.0,2025-12-11 11:12:58,7.0,baixo,True
294,5613.0,105.0,,24.0,alto,False
295,1844.0,247.0,2025-06-14 20:57:44,9.0,baixo,True
296,746.0,206.0,,24.0,baixo,False
297,5632.0,298.0,2026-02-09 06:30:53,8.0,baixo,True
298,553.0,29.0,2025-03-25 12:19:10,25.0,baixo,False
299,5951.0,131.0,2026-01-24 05:23:09,15.0,baixo,True
300,942.0,146.0,2025-09-06 01:58:21,19.0,alto,False
301,277.0,52.0,2025-04-03 17:21:21,8.0,medio,False
302,371.0,42.0,2025-07-21 14:44:32,6.0,,
303,2100.0,223.0,2026-01-13 11:15:28,12.0,alto,True
304,4562.0,208.0,2025-12-19 23:29:28,12.0,medio,False
305,,214.0,2025-07-14 07:50:44,4.0,medio,True
306,5621.0,127.0,,6.0,baixo,False
307,2982.0,2.0,2025-12-27 00:11:26,,baixo,False
308,611.0,51.0,2025-12-03 03:43:23,16.0,baixo,False
309,68.0,17.0,2025-03-29 17:48:08,22.0,baixo,False
310,3321.0,141.0,2025-04-17 14:39:26,6.0,baixo,False
311,1794.0,182.0,2025-01-29 07:50:59,17.0,medio,False
312,2915.0,227.0,2026-02-05 18:45:35,6.0,baixo,True
313,338.0,153.0,2026-03-27 17:09:13,,baixo,False
314,1474.0,202.0,2026-01-04 12:25:11,16.0,baixo,False
315,5736.0,109.0,2026-02-16 19:09:48,12.0,alto,False
316,4935.0,75.0,2025-07-31 09:35:24,11.0,baixo,False
317,766.0,78.0,2025-04-21 08:34:18,1.0,baixo,True
318,2345.0,98.0,,10.0,baixo,False
319,4856.0,150.0,,25.0,baixo,True
320,617.0,132.0,2025-12-22 16:40:58,30.0,medio,False
321,2311.0,154.0,2025-07-29 19:35:57,24.0,alto,True
322,569.0,129.0,2025-10-21 23:35:16,24.0,baixo,False
323,2174.0,10.0,2025-09-21 21:48:20,6.0,baixo,False
324,2141.0,,2025-05-14 03:56:35,13.0,medio,False
325,3193.0,2.0,2025-05-04 23:18:33,23.0,baixo,
326,2952.0,29.0,2025-07-02 22:12:47,25.0,baixo,True
327,5345.0,89.0,2025-05-26 16:20:31,26.0,medio,False
328,3587.0,269.0,2025-08-23 14:36:58,28.0,alto,False
329,2152.0,168.0,2025-03-19 22:15:20,22.0,,True
330,2720.0,162.0,2025-10-14 04:44:13,20.0,medio,False
331,1747.0,291.0,2026-03-08 09:10:08,17.0,baixo,False
332,5906.0,79.0,2025-02-17 05:28:52,,medio,False
333,2387.0,39.0,2026-02-05 09:08:32,,baixo,False
334,1205.0,42.0,2025-01-25 18:20:38,27.0,baixo,False
335,588.0,235.0,2026-04-12 08:44:53,15.0,medio,False
336,907.0,214.0,2025-01-26 20:34:40,15.0,medio,True
337,3744.0,281.0,2025-03-08 14:36:35,28.0,baixo,False
338,4614.0,142.0,2026-03-26 19:57:26,5.0,alto,False
339,1702.0,110.0,2025-09-12 22:42:50,8.0,baixo,False
340,3895.0,86.0,2025-02-15 17:33:41,29.0,medio,False
341,1948.0,215.0,2025-10-20 18:55:37,12.0,baixo,
342,794.0,257.0,2026-02-28 09:43:13,19.0,baixo,False
343,3062.0,286.0,2026-03-04 09:24:40,19.0,baixo,False
344,4682.0,133.0,2025-05-07 06:55:37,4.0,medio,False
345,5334.0,,2025-01-11 18:18:19,9.0,baixo,False
346,1250.0,253.0,2025-07-09 11:59:10,25.0,medio,False
347,1133.0,205.0,2025-01-16 13:27:14,26.0,medio,False
348,1139.0,159.0,2025-10-21 00:13:09,15.0,baixo,False
349,4352.0,135.0,2025-02-23 04:12:45,20.0,baixo,False
350,1622.0,127.0,2025-09-14 04:46:23,6.0,baixo,False
351,4502.0,246.0,2026-01-27 10:06:24,29.0,baixo,False
352,3590.0,285.0,2025-08-15 22:57:04,22.0,,False
353,2827.0,51.0,2025-09-23 13:12:08,10.0,baixo,False
354,2386.0,205.0,2025-05-19 17:01:25,9.0,medio,False
355,259.0,240.0,2025-05-26 21:32:34,10.0,,True
356,4849.0,79.0,2025-03-10 13:00:33,29.0,medio,True
357,3699.0,179.0,2025-11-28 02:15:22,8.0,alto,True
358,1458.0,14.0,2025-02-22 09:50:26,27.0,alto,False
359,4454.0,94.0,2026-03-02 07:57:55,14.0,medio,False
360,1272.0,23.0,2025-08-22 20:23:38,24.0,medio,
361,1745.0,80.0,2026-01-25 13:47:34,23.0,,True
362,5726.0,43.0,2025-02-04 11:45:05,18.0,baixo,True
363,6050.0,56.0,2025-11-06 20:47:50,24.0,medio,False
364,4638.0,107.0,2025-01-29 03:36:02,26.0,baixo,False
365,2803.0,245.0,2025-01-21 21:58:17,21.0,medio,
366,3253.0,94.0,2026-04-10 15:09:16,14.0,medio,True
367,,102.0,2025-10-14 03:42:52,,alto,True
368,1586.0,22.0,2025-10-23 14:39:57,5.0,medio,False
369,223.0,106.0,2025-04-15 01:25:26,21.0,medio,False
370,2208.0,,2025-05-20 18:24:58,13.0,,True
371,5240.0,190.0,2025-04-17 23:03:25,27.0,medio,False
372,4976.0,30.0,2026-03-27 09:32:06,21.0,baixo,False
373,1363.0,155.0,2026-02-26 10:14:34,28.0,baixo,False
374,3849.0,221.0,2025-03-28 14:34:11,21.0,medio,False
375,4368.0,37.0,2025-12-01 15:25:46,4.0,medio,False
376,3494.0,16.0,2025-11-12 01:43:52,21.0,medio,False
377,3475.0,124.0,,12.0,baixo,False
378,3934.0,20.0,2025-01-21 17:46:10,27.0,baixo,False
379,804.0,229.0,2025-11-29 20:40:06,12.0,baixo,False
380,4875.0,236.0,2025-11-30 00:27:29,27.0,alto,True
381,4596.0,214.0,2025-02-13 00:39:06,15.0,medio,False
382,4056.0,160.0,2025-01-29 20:26:39,6.0,baixo,False
383,5353.0,145.0,2025-07-06 09:34:33,19.0,alto,True
384,191.0,218.0,,23.0,medio,
385,3669.0,145.0,2025-04-30 10:13:43,10.0,medio,False
386,4523.0,66.0,2026-04-12 19:36:45,18.0,baixo,False
387,3658.0,29.0,2025-01-11 15:09:50,,baixo,False
388,499.0,238.0,2025-11-15 09:57:50,12.0,baixo,False
389,1376.0,132.0,2025-06-05 06:11:12,30.0,medio,
390,3361.0,286.0,2026-02-03 17:47:58,23.0,baixo,True
391,1073.0,189.0,2025-08-04 07:28:31,30.0,medio,
392,4275.0,204.0,2025-11-23 01:52:17,2.0,medio,False
393,690.0,162.0,2025-11-22 16:08:43,3.0,medio,False
394,3608.0,357.0,2025-03-06 14:46:34,6.0,medio,False
395,,251.0,2025-03-26 18:21:53,18.0,baixo,True
396,2641.0,82.0,2026-03-03 12:03:55,4.0,medio,False
397,3219.0,,2025-01-12 03:31:32,5.0,alto,True
398,5827.0,105.0,2025-12-16 20:25:41,24.0,baixo,
399,578.0,281.0,2026-03-27 01:12:37,7.0,baixo,True
400,64.0,220.0,2025-08-11 16:38:35,18.0,,False
401,365.0,158.0,2025-02-22 22:29:31,14.0,baixo,True
402,1504.0,89.0,2025-12-07 09:18:39,24.0,medio,True
403,3616.0,232.0,2025-01-12 11:33:41,28.0,alto,False
404,4714.0,205.0,2026-04-03 16:44:43,3.0,medio,False
405,5621.0,258.0,,9.0,baixo,True
406,3516.0,162.0,2025-08-18 08:18:31,20.0,medio,False
407,4915.0,16.0,2025-03-04 16:36:55,8.0,medio,False
408,2055.0,176.0,2025-04-14 05:06:44,15.0,,False
409,3697.0,152.0,2026-03-20 12:13:39,6.0,medio,True
410,1213.0,130.0,2025-10-16 06:15:59,1.0,baixo,False
411,4889.0,39.0,2025-10-13 22:12:47,12.0,baixo,False
412,5975.0,209.0,2025-12-24 06:56:04,,alto,False
413,3676.0,151.0,2025-06-26 07:00:09,20.0,medio,True
414,5836.0,12.0,2025-04-27 08:19:51,7.0,,True
415,1544.0,77.0,2025-06-28 15:59:03,22.0,,False
416,5631.0,69.0,2025-02-23 20:43:41,19.0,baixo,False
417,2787.0,143.0,2026-01-16 14:26:09,9.0,baixo,False
418,3070.0,,,24.0,medio,False
419,2841.0,164.0,2026-02-21 12:40:38,,medio,False
420,5567.0,215.0,2025-03-04 03:58:31,2.0,baixo,False
421,4512.0,269.0,2026-02-15 06:26:29,9.0,alto,True
422,4324.0,258.0,2025-05-03 16:49:10,15.0,baixo,False
423,1305.0,261.0,2025-12-28 07:42:38,24.0,medio,False
424,5658.0,40.0,2025-05-06 08:09:44,28.0,baixo,False
425,197.0,39.0,2025-11-25 05:45:17,1.0,baixo,False
426,4075.0,163.0,2025-03-26 03:23:14,16.0,medio,False
427,5836.0,,2025-04-25 19:30:45,13.0,baixo,True
428,1511.0,173.0,2025-04-20 18:14:47,21.0,baixo,False
429,1271.0,162.0,2026-03-03 23:26:27,13.0,medio,False
430,4872.0,235.0,2025-05-22 07:12:17,25.0,medio,True
431,3259.0,218.0,2025-04-06 20:50:33,5.0,medio,False
432,133.0,298.0,2026-01-19 03:00:54,7.0,baixo,True
433,4941.0,17.0,2026-03-14 07:50:38,5.0,baixo,False
