id_usuario,idade,genero,origem_geografica,horario_maior_busca,efetuou_checkin,bairro
59,61.0,masculino,,19:15:00,False,Não informado
60,44.0,feminino,Caruaru,18:40:30,False,Centro
61,30.0,masculino,Recife,18:00:00,True,Boa Viagem
62,31.0,masculino,Recife,16:40:45,False,Espinheiro
63,54.0,feminino,Recife,14:05:45,False,Derby
64,65.0,masculino,Recife,14:50:30,True,Espinheiro
65,47.0,nao_informado,Olinda,15:45:15,False,Casa Caiada
66,56.0,masculino,Recife,10:50:30,True,Boa Viagem
67,64.0,masculino,recife,21:30:15,True,Graças
68,30.0,masculino,Recife,13:40:15,True,Madalena
69,33.0,feminino,Jaboatão dos Guararapes,13:15:00,False,Candeias
70,61.0,feminino,Olinda,10:45:15,False,Casa Caiada
71,24.0,masculino,Olinda,19:25:00,False,Casa Caiada
72,65.0,masculino,Paulista,17:40:15,,Janga
73,44.0,feminino,,11:15:45,False,Não informado
74,62.0,masculino,recife,,True,Espinheiro
75,52.0,masculino,Camaragibe,19:20:15,False,Centro
76,32.0,feminino,RECIFE,15:05:00,False,Madalena
77,45.0,feminino,Recife,13:20:30,True,Espinheiro
78,52.0,masculino,Olinda,18:40:30,False,Rio Doce
79,24.0,masculino,Cabo de Santo Agostinho,13:40:15,True,Garapu
80,63.0,masculino,Cabo De Santo Agostinho,17:55:15,True,Garapu
81,63.0,,Recife,07:50:00,False,Espinheiro
82,37.0,feminino,Jaboatão dos Guararapes,10:40:15,True,Candeias
83,49.0,feminino,Paulista,16:50:30,True,Pau Amarelo
84,55.0,masculino,Recife,21:40:00,False,Espinheiro
85,57.0,masculino,Recife,10:00:00,False,Espinheiro
86,49.0,masculino,Paulista,18:15:00,False,Janga
87,43.0,feminino,Recife,17:20:00,True,Madalena
88,56.0,masculino,Recife,22:35:00,True,Boa Viagem
89,37.0,nao_informado,Recife,12:20:15,False,Derby
90,35.0,masculino,Recife,13:55:15,False,Espinheiro
91,32.0,masculino,Recife,07:25:15,True,Espinheiro
92,39.0,masculino,Recife,15:00:30,True,Casa Forte
93,39.0,feminino,Recife,,True,Casa Forte
94,38.0,feminino,Vitória de Santo Antão,16:45:15,False,Matriz
95,19.0,feminino,recife,15:00:45,False,Graças
96,57.0,masculino,Olinda,19:00:15,False,Casa Caiada
97,60.0,masculino,Camaragibe,20:50:00,True,Centro
98,,masculino,petrolina,13:25:00,False,Areia Branca
99,40.0,masculino,RECIFE,21:45:45,False,Madalena
100,30.0,masculino,Recife,22:50:15,False,Graças
101,58.0,feminino,Olinda,17:05:30,True,Bairro Novo
102,26.0,masculino,Vitória de Santo Antão,16:05:45,True,Matriz
103,24.0,masculino,Recife,09:55:15,False,Graças
104,58.0,,RECIFE,15:15:00,True,Espinheiro
105,18.0,masculino,Caruaru,13:10:15,False,Maurício de Nassau
106,19.0,feminino,Recife,07:10:45,False,Casa Forte
107,21.0,,Paulista,13:50:00,False,Pau Amarelo
108,31.0,masculino,jaboatão dos guararapes,18:30:30,False,Prazeres
109,49.0,feminino,Recife,10:25:45,True,Derby
110,53.0,masculino,Olinda,18:35:45,False,Rio Doce
111,19.0,masculino,Olinda,16:00:30,False,Rio Doce
112,57.0,feminino,JABOATÃO DOS GUARARAPES,17:50:00,False,Piedade
113,31.0,masculino,IGARASSU,17:35:15,False,Centro
114,37.0,feminino,Paulista,21:55:30,False,Janga
115,42.0,masculino,Recife,14:15:45,,Boa Viagem
116,59.0,feminino,Jaboatão dos Guararapes,14:10:15,True,Piedade
117,25.0,feminino,Olinda,10:05:30,,Rio Doce
118,45.0,feminino,Olinda,10:50:45,False,Casa Caiada
119,63.0,feminino,Recife,22:30:15,False,Boa Viagem
120,38.0,masculino,Jaboatão dos Guararapes,18:55:45,False,Candeias
121,40.0,feminino,Jaboatão dos Guararapes,16:05:30,False,Prazeres
122,,masculino,Olinda,22:00:15,True,Casa Caiada
123,25.0,feminino,Caruaru,09:15:00,True,Centro
124,48.0,masculino,Recife,15:20:15,,Derby
125,54.0,feminino,Recife,20:30:45,True,Derby
126,33.0,feminino,Olinda,20:55:45,True,Bairro Novo
127,57.0,feminino,Camaragibe,19:40:30,False,Centro
128,,masculino,Recife,22:30:45,False,Boa Viagem
129,44.0,feminino,Recife,16:25:00,True,Derby
130,57.0,masculino,Vitória de Santo Antão,15:35:30,True,Matriz
131,58.0,masculino,Garanhuns,07:00:15,False,Centro
132,35.0,feminino,Caruaru,,False,Maurício de Nassau
133,52.0,feminino,Recife,14:50:30,True,Casa Forte
134,32.0,feminino,Caruaru,,False,Centro
135,44.0,feminino,OLINDA,09:50:45,False,Casa Caiada
136,34.0,masculino,OLINDA,15:00:15,False,Rio Doce
137,57.0,feminino,Recife,08:00:00,False,Casa Forte
138,19.0,masculino,Jaboatão dos Guararapes,12:35:15,,Candeias
139,,masculino,Recife,15:35:30,False,Derby
140,54.0,masculino,Recife,18:35:45,False,Boa Viagem
141,58.0,feminino,Jaboatão dos Guararapes,14:10:00,False,Piedade
142,58.0,feminino,Recife,10:10:30,False,Graças
143,51.0,masculino,Recife,21:15:00,True,Derby
144,51.0,feminino,Recife,07:00:15,False,Boa Viagem
145,20.0,masculino,PAULISTA,20:55:15,False,Pau Amarelo
146,34.0,feminino,recife,20:30:45,True,Madalena
147,31.0,feminino,Cabo de Santo Agostinho,22:45:30,False,Centro
148,31.0,masculino,Jaboatão dos Guararapes,20:35:30,False,Prazeres
149,63.0,nao_informado,Jaboatão dos Guararapes,,False,Candeias
150,55.0,masculino,Olinda,,False,Casa Caiada
151,52.0,feminino,Paulista,18:10:45,False,Pau Amarelo
152,18.0,masculino,Recife,17:40:45,True,Boa Viagem
153,65.0,masculino,Recife,14:50:15,True,Casa Forte
154,46.0,feminino,jaboatão dos guararapes,20:45:30,False,Prazeres
155,21.0,masculino,serra talhada,10:20:15,False,Centro
156,50.0,feminino,Recife,08:40:45,False,Espinheiro
157,,masculino,Olinda,12:15:45,False,Bairro Novo
158,45.0,masculino,Vitória de Santo Antão,21:15:15,False,Matriz
159,43.0,feminino,CARUARU,16:10:30,True,Maurício de Nassau
160,25.0,masculino,Recife,22:05:00,False,Derby
161,51.0,masculino,Olinda,09:25:45,True,Bairro Novo
162,35.0,feminino,Recife,08:10:15,True,Boa Viagem
163,48.0,feminino,Cabo de Santo Agostinho,13:55:30,False,Garapu
164,44.0,masculino,Recife,15:30:15,False,Derby
165,33.0,feminino,,07:15:45,False,Não informado
166,27.0,feminino,Goiana,13:05:30,False,Centro
167,57.0,masculino,palmares,19:15:45,True,Centro
168,29.0,feminino,Garanhuns,19:25:30,False,Centro
169,39.0,masculino,Recife,,False,Casa Forte
170,33.0,feminino,Recife,22:10:45,False,Graças
171,29.0,feminino,Jaboatão dos Guararapes,17:00:15,False,Prazeres
172,28.0,feminino,OLINDA,19:20:00,False,Casa Caiada
173,37.0,feminino,Recife,12:45:45,,Boa Viagem
174,18.0,masculino,recife,14:45:00,True,Boa Viagem
175,44.0,masculino,Vitória de Santo Antão,09:15:15,True,Matriz
176,20.0,masculino,Garanhuns,19:45:30,,Centro
177,29.0,masculino,Recife,22:25:30,True,Boa Viagem
178,47.0,feminino,RECIFE,14:40:45,False,Madalena
179,26.0,feminino,Olinda,20:15:30,True,Bairro Novo
180,54.0,masculino,Caruaru,,False,Centro
181,18.0,masculino,Olinda,10:55:30,False,Casa Caiada
182,59.0,feminino,São Lourenço da Mata,20:30:30,False,Centro
183,21.0,masculino,Cabo de Santo Agostinho,,True,Centro
184,32.0,masculino,ABREU E LIMA,11:50:45,False,Centro
185,44.0,feminino,Paulista,17:00:45,True,Pau Amarelo
186,25.0,masculino,Petrolina,10:30:45,False,Centro
187,,feminino,Igarassu,16:10:45,False,Centro
188,32.0,masculino,RECIFE,20:25:45,False,Graças
189,,feminino,Recife,07:25:00,False,Boa Viagem
190,48.0,,Caruaru,16:20:00,True,Centro
191,56.0,masculino,Recife,20:10:45,True,Espinheiro
192,64.0,masculino,Recife,14:50:45,True,Boa Viagem
193,25.0,masculino,IGARASSU,20:40:45,True,Centro
194,47.0,masculino,CABO DE SANTO AGOSTINHO,18:30:00,False,Garapu
195,59.0,masculino,Recife,14:10:00,True,Boa Viagem
196,35.0,feminino,Olinda,20:40:30,True,Bairro Novo
197,,feminino,olinda,16:45:00,True,Rio Doce
198,64.0,feminino,Recife,,True,Derby
199,60.0,masculino,Vitória de Santo Antão,18:55:00,,Matriz
200,39.0,,Jaboatão dos Guararapes,15:40:15,False,Piedade
201,20.0,,Palmares,10:15:30,True,Centro
202,32.0,feminino,Recife,14:05:45,False,Casa Forte
203,52.0,feminino,Recife,14:20:00,False,Boa Viagem
204,64.0,feminino,Igarassu,16:10:00,False,Centro
205,55.0,feminino,Recife,13:35:45,True,Boa Viagem
206,50.0,masculino,Recife,14:15:45,True,Espinheiro
207,31.0,masculino,,20:20:45,False,Não informado
208,65.0,feminino,Petrolina,14:30:45,True,Centro
209,18.0,masculino,Olinda,15:25:00,False,Casa Caiada
210,43.0,masculino,,10:45:30,False,Não informado
211,25.0,feminino,recife,08:35:30,False,Espinheiro
212,33.0,feminino,ARCOVERDE,11:55:45,False,Centro
213,55.0,masculino,cabo de santo agostinho,07:40:45,False,Garapu
214,27.0,masculino,recife,20:15:15,False,Madalena
215,59.0,masculino,Recife,20:50:15,True,Casa Forte
216,54.0,feminino,Igarassu,15:05:15,True,Centro
217,43.0,feminino,Recife,13:20:45,False,Boa Viagem
218,45.0,feminino,Goiana,08:35:30,False,Centro
219,29.0,feminino,Gravatá,21:30:45,True,Centro
220,37.0,masculino,Petrolina,16:50:30,True,Centro
221,31.0,masculino,Paulista,22:10:30,True,Pau Amarelo
222,,feminino,OLINDA,17:05:30,False,Bairro Novo
223,52.0,feminino,Recife,15:00:45,True,Casa Forte
224,46.0,masculino,Paulista,22:40:30,False,Pau Amarelo
225,29.0,feminino,Recife,16:15:00,True,Espinheiro
226,35.0,masculino,OLINDA,19:00:30,False,Rio Doce
227,61.0,masculino,Recife,18:40:00,False,Casa Forte
228,19.0,feminino,Recife,15:30:30,False,Madalena
229,19.0,masculino,Recife,14:50:45,True,Graças
230,34.0,feminino,Cabo de Santo Agostinho,15:45:45,True,Centro
231,27.0,masculino,Recife,19:00:30,True,Casa Forte
232,35.0,feminino,Recife,15:45:15,False,Madalena
233,39.0,feminino,Recife,15:55:30,False,Graças
234,36.0,feminino,Recife,19:05:45,True,Derby
235,18.0,masculino,Garanhuns,,True,Centro
236,41.0,masculino,Olinda,09:15:00,True,Bairro Novo
237,53.0,feminino,,17:25:30,True,Não informado
238,42.0,masculino,Recife,20:30:00,True,Boa Viagem
239,53.0,feminino,Arcoverde,13:20:15,True,Centro
240,48.0,feminino,OLINDA,17:45:30,True,Rio Doce
241,48.0,masculino,Recife,12:15:15,,Graças
242,19.0,feminino,Recife,13:15:45,,Derby
243,36.0,feminino,Recife,12:35:00,False,Derby
244,29.0,nao_informado,Recife,17:20:45,False,Casa Forte
245,27.0,masculino,Caruaru,09:15:00,False,Maurício de Nassau
246,48.0,masculino,RECIFE,16:30:30,True,Casa Forte
247,62.0,masculino,Caruaru,14:50:30,False,Centro
248,39.0,masculino,OLINDA,08:00:30,True,Casa Caiada
249,40.0,masculino,Recife,20:35:15,False,Derby
250,40.0,nao_informado,Cabo de Santo Agostinho,17:10:15,False,Garapu
251,32.0,masculino,Recife,,True,Casa Forte
252,43.0,masculino,Jaboatão dos Guararapes,21:15:00,False,Prazeres
253,20.0,masculino,Igarassu,09:20:00,False,Centro
254,40.0,,Camaragibe,12:45:00,False,Centro
255,,masculino,Recife,14:05:00,True,Derby
256,62.0,feminino,Recife,14:35:15,True,Madalena
257,57.0,masculino,Olinda,09:30:45,False,Rio Doce
258,56.0,masculino,Recife,12:05:45,True,Derby
259,25.0,masculino,Olinda,19:00:45,,Casa Caiada
260,35.0,feminino,Recife,15:40:00,True,Casa Forte
261,58.0,masculino,Olinda,10:30:00,True,Bairro Novo
262,23.0,masculino,recife,17:40:15,True,Madalena
263,44.0,feminino,,14:00:45,False,Não informado
264,53.0,masculino,Paulista,08:45:45,,Pau Amarelo
265,32.0,feminino,Recife,17:35:45,False,Derby
266,54.0,feminino,Igarassu,13:40:30,False,Centro
267,22.0,masculino,Recife,14:30:15,False,Casa Forte
268,56.0,feminino,Recife,17:00:15,True,Derby
269,26.0,feminino,Recife,08:15:15,True,Casa Forte
270,,masculino,Igarassu,11:55:45,False,Centro
271,58.0,feminino,Recife,21:55:00,False,Graças
272,90.0,masculino,Recife,12:30:30,False,Madalena
273,27.0,masculino,São Lourenço da Mata,20:20:45,False,Centro
274,90.0,feminino,Recife,18:25:30,False,Casa Forte
275,21.0,feminino,Goiana,20:50:45,False,Centro
276,55.0,,Recife,12:3:70,True,Graças
277,41.0,masculino,Igarassu,,True,Centro
278,31.0,feminino,Jaboatão Dos Guararapes,10:15:00,False,Prazeres
279,58.0,feminino,Caruaru,,False,Maurício de Nassau
280,18.0,masculino,,20:30:00,True,Não informado
281,34.0,nao_informado,Petrolina,15:50:00,True,Areia Branca
282,62.0,masculino,Recife,16:20:00,True,Graças
283,41.0,masculino,Cabo de Santo Agostinho,12:00:15,False,Garapu
284,44.0,masculino,Jaboatão dos Guararapes,09:10:15,True,Prazeres
285,24.0,masculino,Recife,09:40:30,True,Casa Forte
286,26.0,feminino,Ipojuca,17:05:45,False,Porto de Galinhas
287,60.0,masculino,Olinda,22:20:15,False,Casa Caiada
288,52.0,feminino,recife,07:30:30,False,Graças
289,29.0,masculino,Recife,07:50:00,False,Graças
290,38.0,masculino,Olinda,15:05:45,True,Bairro Novo
291,20.0,feminino,Olinda,16:15:00,False,Rio Doce
292,32.0,masculino,Olinda,13:30:00,True,Casa Caiada
293,38.0,feminino,Recife,18:40:15,False,Casa Forte
294,27.0,,Jaboatão dos Guararapes,17:25:15,False,Candeias
295,50.0,feminino,Vitória de Santo Antão,18:20:45,False,Matriz
296,,feminino,Recife,17:55:30,False,Boa Viagem
297,23.0,feminino,Jaboatão dos Guararapes,21:35:00,False,Piedade
298,19.0,nao_informado,Recife,13:40:30,False,Derby
299,10.0,masculino,Recife,14:45:45,False,Graças
300,57.0,feminino,Olinda,14:45:45,True,Rio Doce
301,50.0,masculino,Recife,20:45:45,True,Boa Viagem
302,21.0,masculino,Paulista,07:00:45,False,Janga
303,21.0,masculino,Jaboatão dos Guararapes,15:45:30,False,Prazeres
304,46.0,nao_informado,Recife,12:25:15,False,Derby
305,54.0,feminino,recife,,False,Madalena
306,37.0,masculino,Vitória de Santo Antão,,True,Matriz
307,58.0,masculino,Recife,17:55:45,,Graças
308,40.0,feminino,Olinda,09:40:15,True,Bairro Novo
309,62.0,masculino,,16:30:45,False,Não informado
310,35.0,masculino,,20:50:45,False,Não informado
311,42.0,feminino,Olinda,21:20:00,,Rio Doce
312,18.0,feminino,Recife,19:40:30,True,Derby
313,32.0,masculino,recife,15:05:45,True,Espinheiro
314,,masculino,RECIFE,11:50:15,False,Boa Viagem
315,65.0,feminino,Jaboatão dos Guararapes,11:05:30,True,Prazeres
316,37.0,,Recife,15:55:15,True,Derby
317,54.0,masculino,Petrolina,21:15:30,False,Centro
318,44.0,masculino,Olinda,15:25:30,False,Rio Doce
319,39.0,masculino,Recife,15:15:45,True,Madalena
320,22.0,feminino,RECIFE,21:05:30,False,Graças
321,51.0,feminino,Olinda,13:25:15,True,Casa Caiada
322,56.0,masculino,Recife,16:55:00,True,Boa Viagem
323,20.0,feminino,Cabo de Santo Agostinho,19:50:30,True,Centro
324,34.0,feminino,,12:35:30,True,Não informado
325,41.0,feminino,Camaragibe,12:25:00,False,Centro
326,41.0,feminino,Paulista,16:30:15,False,Pau Amarelo
327,20.0,masculino,Caruaru,21:00:15,False,Centro
328,,masculino,olinda,16:25:45,False,Bairro Novo
329,24.0,feminino,Olinda,17:05:00,False,Bairro Novo
330,42.0,feminino,Jaboatão dos Guararapes,15:30:45,False,Piedade
331,20.0,masculino,recife,17:15:15,False,Graças
332,32.0,feminino,Recife,20:20:30,False,Boa Viagem
333,46.0,masculino,Paulista,21:40:45,False,Janga
334,46.0,masculino,Camaragibe,18:55:15,False,Centro
335,27.0,masculino,Olinda,13:10:15,True,Bairro Novo
336,49.0,nao_informado,Olinda,09:20:15,True,Bairro Novo
337,40.0,feminino,Olinda,15:30:15,True,Rio Doce
338,56.0,masculino,Olinda,19:05:00,True,Rio Doce
339,26.0,nao_informado,recife,09:05:45,False,Casa Forte
340,54.0,feminino,Abreu e Lima,12:35:00,True,Centro
341,57.0,feminino,,12:00:45,True,Não informado
342,31.0,masculino,RECIFE,,True,Graças
343,21.0,masculino,,14:00:15,False,Não informado
344,37.0,feminino,Recife,08:25:15,False,Boa Viagem
345,45.0,feminino,Jaboatão Dos Guararapes,16:55:30,True,Prazeres
346,31.0,feminino,Olinda,22:20:15,True,Bairro Novo
347,61.0,feminino,Jaboatão dos Guararapes,14:40:00,False,Prazeres
348,51.0,,Recife,09:00:45,True,Espinheiro
349,30.0,masculino,Recife,14:35:15,False,Madalena
350,48.0,feminino,Recife,,False,Casa Forte
351,50.0,masculino,jaboatão dos guararapes,21:05:30,True,Piedade
352,,masculino,Recife,19:30:15,True,Boa Viagem
353,45.0,masculino,Recife,20:10:45,False,Casa Forte
354,42.0,feminino,Arcoverde,17:30:15,False,Centro
355,49.0,feminino,Recife,13:35:30,False,Madalena
356,26.0,masculino,Caruaru,,False,Centro
357,45.0,masculino,Igarassu,11:10:15,False,Centro
358,48.0,masculino,,13:15:30,False,Não informado
359,,feminino,Vitória de Santo Antão,22:45:00,True,Matriz
360,40.0,feminino,Olinda,17:35:45,True,Casa Caiada
361,30.0,feminino,Jaboatão dos Guararapes,14:35:30,True,Piedade
362,27.0,feminino,Olinda,21:40:15,False,Casa Caiada
363,33.0,masculino,Recife,12:30:30,False,Derby
364,23.0,masculino,Recife,13:50:45,True,Casa Forte
365,65.0,feminino,Recife,,True,Graças
366,28.0,masculino,recife,,False,Derby
367,20.0,masculino,PAULISTA,12:10:30,True,Janga
368,45.0,masculino,Camaragibe,07:30:30,True,Centro
369,58.0,feminino,Petrolina,22:20:15,False,Areia Branca
370,32.0,feminino,Recife,16:35:15,False,Madalena
371,30.0,masculino,Recife,15:50:45,True,Madalena
372,59.0,feminino,Paulista,18:50:00,False,Janga
373,62.0,masculino,Recife,12:15:45,True,Boa Viagem
374,34.0,feminino,Igarassu,10:35:00,True,Centro
375,24.0,feminino,Cabo de Santo Agostinho,18:15:45,True,Garapu
376,45.0,masculino,Jaboatão dos Guararapes,21:20:30,False,Prazeres
377,55.0,feminino,recife,14:05:00,False,Casa Forte
378,30.0,feminino,Recife,15:40:00,False,Espinheiro
379,34.0,masculino,Recife,21:45:00,False,Graças
380,32.0,,Olinda,19:40:30,True,Casa Caiada
381,53.0,nao_informado,PALMARES,22:00:00,True,Centro
382,45.0,masculino,Recife,20:15:15,True,Casa Forte
383,32.0,,Recife,15:10:30,True,Casa Forte
384,63.0,feminino,Jaboatão dos Guararapes,18:05:15,False,Candeias
385,28.0,masculino,Recife,09:35:30,True,Boa Viagem
386,48.0,masculino,Caruaru,15:45:00,False,Centro
387,21.0,feminino,Recife,10:55:00,False,Boa Viagem
388,,masculino,Camaragibe,09:15:30,True,Centro
389,51.0,feminino,Vitória de Santo Antão,13:45:15,False,Matriz
390,44.0,feminino,garanhuns,19:05:00,False,Centro
391,27.0,feminino,Recife,13:30:00,True,Espinheiro
392,47.0,nao_informado,,08:40:30,True,Não informado
393,62.0,feminino,Cabo de Santo Agostinho,14:10:00,True,Garapu
394,,feminino,Cabo de Santo Agostinho,17:15:15,False,Centro
395,46.0,feminino,JABOATÃO DOS GUARARAPES,17:35:30,False,Piedade
396,46.0,feminino,Olinda,14:25:45,True,Bairro Novo
397,40.0,nao_informado,Recife,19:45:45,False,Espinheiro
398,38.0,feminino,CAMARAGIBE,12:05:45,True,Centro
399,65.0,masculino,RECIFE,16:35:00,True,Boa Viagem
400,60.0,feminino,Recife,20:10:15,False,Madalena
401,27.0,masculino,Recife,09:00:45,False,Madalena
402,58.0,masculino,Paulista,22:50:00,True,Janga
403,29.0,masculino,Recife,,False,Boa Viagem
404,47.0,feminino,Olinda,21:10:15,False,Bairro Novo
405,50.0,masculino,Recife,20:00:00,False,Casa Forte
406,35.0,feminino,Recife,14:50:30,True,Derby
407,31.0,feminino,Paulista,12:20:15,True,Janga
408,39.0,masculino,Recife,16:40:15,False,Madalena
409,38.0,feminino,Recife,20:20:00,False,Boa Viagem
410,18.0,,Olinda,17:45:15,True,Casa Caiada
411,,feminino,Recife,07:15:45,False,Espinheiro
412,32.0,masculino,Recife,17:50:15,False,Madalena
413,53.0,masculino,Vitória De Santo Antão,10:05:15,True,Matriz
414,64.0,feminino,Ipojuca,13:55:45,False,Porto de Galinhas
415,39.0,masculino,Recife,21:10:00,True,Graças
416,49.0,masculino,Recife,12:05:00,False,Madalena
417,63.0,masculino,Recife,18:25:45,True,Madalena
418,50.0,feminino,Caruaru,14:35:00,False,Centro
419,58.0,masculino,Olinda,17:05:45,True,Bairro Novo
420,56.0,feminino,Recife,10:05:00,False,Casa Forte
421,40.0,nao_informado,caruaru,15:15:45,True,Centro
422,60.0,feminino,Olinda,20:00:00,False,Casa Caiada
423,19.0,masculino,Recife,21:55:00,False,Graças
424,19.0,masculino,Recife,17:35:00,True,Espinheiro
425,55.0,masculino,Recife,20:45:15,True,Espinheiro
426,46.0,masculino,Camaragibe,14:05:30,False,Centro
427,63.0,masculino,Paulista,13:25:45,False,Pau Amarelo
428,20.0,masculino,Recife,,False,Espinheiro
429,56.0,feminino,olinda,11:20:30,False,Casa Caiada
430,24.0,feminino,OLINDA,12:25:45,False,Bairro Novo
431,53.0,feminino,Recife,15:20:30,True,Derby
432,46.0,masculino,,10:05:00,True,Não informado
433,54.0,feminino,Jaboatão Dos Guararapes,20:50:00,False,Prazeres
434,53.0,masculino,Recife,10:45:30,True,Casa Forte
435,40.0,feminino,Recife,14:40:30,False,Derby
436,62.0,masculino,Recife,10:50:45,True,Casa Forte
437,33.0,feminino,Recife,22:30:45,False,Boa Viagem
438,,feminino,Olinda,08:35:45,False,Casa Caiada
439,48.0,masculino,Recife,19:50:15,False,Espinheiro
440,51.0,feminino,Olinda,10:15:30,True,Bairro Novo
441,18.0,feminino,Recife,21:10:00,False,Casa Forte
442,35.0,feminino,Jaboatão dos Guararapes,13:05:00,True,Piedade
443,57.0,feminino,Recife,08:00:00,False,Espinheiro
444,60.0,feminino,Olinda,16:20:45,True,Casa Caiada
445,32.0,feminino,OLINDA,20:20:00,False,Bairro Novo
446,65.0,feminino,Jaboatão dos Guararapes,14:45:30,False,Candeias
447,34.0,feminino,Paulista,17:25:00,True,Pau Amarelo
448,61.0,feminino,Recife,09:05:45,False,Boa Viagem
449,27.0,nao_informado,Camaragibe,20:30:30,False,Centro
450,37.0,masculino,Caruaru,16:55:00,True,Centro
451,23.0,masculino,Olinda,11:00:30,False,Casa Caiada
452,25.0,feminino,GARANHUNS,15:00:30,False,Centro
453,62.0,nao_informado,Recife,17:55:30,False,Graças
454,51.0,masculino,Recife,15:45:00,False,Casa Forte
455,,masculino,Paulista,12:50:00,True,Janga
456,59.0,masculino,Goiana,21:05:15,False,Centro
457,21.0,feminino,Recife,16:15:45,False,Boa Viagem
458,61.0,,JABOATÃO DOS GUARARAPES,15:20:15,False,Piedade
459,,feminino,Cabo De Santo Agostinho,21:55:00,True,Garapu
460,37.0,masculino,Garanhuns,14:45:00,False,Centro
461,41.0,feminino,Recife,,False,Graças
462,41.0,masculino,Recife,13:35:30,True,Casa Forte
463,43.0,feminino,Recife,14:00:30,False,Derby
464,42.0,masculino,Olinda,09:30:00,False,Bairro Novo
465,53.0,feminino,Vitória de Santo Antão,13:55:45,False,Matriz
466,24.0,feminino,Olinda,,False,Rio Doce
467,27.0,feminino,,16:30:30,False,Não informado
468,64.0,feminino,Paulista,14:30:30,False,Janga
469,29.0,feminino,Olinda,10:55:30,False,Bairro Novo
470,18.0,,Recife,17:05:45,False,Casa Forte
471,42.0,masculino,Recife,13:30:45,False,Espinheiro
